리뷰,별점
배달 빠릅니다 그리고 치킨받고 기분이 좋았어요 배송 친절하시고무엇보다 치킨상태가 와양념도 아주 깔끔하게 포장이 되어왔어요 다른곳 지저분하게 흘러서 오는곳도 많은데 여기는 아주 사장님의 마인드가 보이세요 음식도 맛있고요 앞으로 할인이되도안되도 자주 시킬예정입니다,5
맛있게 잘 먹었습니다,5
배달이 엄청 빨라서 깜짝 놀랐습니다 치킨도 맛 있었구요,5
마싯고 배달빨라요가성비 최고,5
잘먹었습니다 맛도 양도 충분했습니디,5
양운생각보단적었지만바삭함맛배달전부완벽합니다,5
맛있게 잘 먹었습니다,5
기본으로 후라이드랑 양념 시켰는데 맛있어요 요기요 할인이랑 리뷰 이벤트로 콜라 큰거 받았어요 양이 많아서 두명이서 두끼 먹었네요 담에 다른 메뉴도 도전해 보고 싶어요 금요일 저녁이였는데 배송도 빠르게와서 잘 먹었습니다,5
배송빠르게와서잘먹엇습니다,5
굿 흡입 앉아서 다먹음,5
배달도 빨리왔고 치킨도 맛있었어요 사실 잘 안들어본 브랜드라 괜찮을까 했는데 괜히 걱정했네요 원래 시켜먹는집이 따로 있었는데 갈아탈까봐요,5
처음으로 티바두마리에서 주문해봤는데요기존에 먹던 치킨집에는 미안하지만이젠 여기로 바꿔야겠네요 너무맛있어요 배달도 50 분 이라고 메세지왔는데 방심하는 사이 30 분만에 왔어요 빠르고좋아요,5
처음시켜봤는데 맛있어요,5
깔끔한 포장에 순살크기도크고 맛있게 잘먹었습니당,5
괜찮았어요또시킬게요,4
괜찮은거 같았어요괜찮은거 같았어요,4
너무 맛있습니다 많이 만족합니다,5
가성비좋은 치킨입니다,3
맛있었어요 근데 간이 전에비해 좀 심심했어요,5
맛있었어요 양념이 취향이였습니다,5
맛잇어욯호홓,5
늘맛있어요 땡초갈릭도 맛있네요 양념 후라이드 질릴때 한번씩 먹기 좋네요 맛있게매운맛 가격만 양념치킨이랑 같은가격이였음 더자주시켜먹을텐데 그점이 조금 아쉽네요,5
간장이 조금 달라진거 같네요,5
혼술하기 좋은양이였습니다,3
항상 맛있습니다,5
맛있어요 좀짜서 콜라랑 맥주많이먹히는데 그럼에도 바삭한양념이라맛있네요,4
따뜻하고 맛있어요 다음에도 또 주문할게요 리뷰 이벤트 굿굿,5
티바 처음시켜봤는데 맛있네요 동생이 후라이드가 딴집보다 맛나다고해요,5
기본 진리인 후라이드에 양념 두마리 세트너무 맛있고 말그대로 가성비 굿입니다 배달도 예상 시간보다 일찍 와주시고너무 맛있게 잘 먹었습니다 감사합니다,5
맛있고 빨라서 좋았습니당하나는 양념대신 후라이드 할 걸 하는 생각이 드네요,4
매콤하니 맛있는데 양이 조금 아쉬웠어요,4
맛있어요 많이파세요,5
여기 맛집입니당,5
굿궁굿궁궁궁굿구윽 궁,5
맛있게 잘 먹었습니다,5
바사삭 배달도 빠르고 넘 맛있어여,5
맛도 좋고 양도 많고 배달도 빨라서 좋아요,5
맛있습니다 다음에 또 시켜먹겠습니다,4
다른집으로배달해주셔서그집애기들이랑엄마가전달해주셨네요,5
다음에 또 시켜먹읗게요,5
배달 진짜 빨라요 30 분만에 옴 맛있게 잘먹엇어여,5
배가 고파서 오자마자 정신없이 먹었네요 정말 맛있어요 강추,5
땡초갈릭 넘 맛있어요,5
맛있어요 불금엔 티바,5
첫주문인데 맛있게 잘먹었어요,4
양심치킨 존맛근데 치킨이 바뀐건지 안심살이 아니라 일반 순살치킨으로 왔네요 앞으로는 계속 일반 순살로 변경되는건지,5
배달도 빠르고 양도많고 맛도좋았습니다,5
맛도 괜찮고 배달빨라요,4
순살도 맛있네요 양념이 고루배서 맛있네요 빠삭빠삭해요 잘먹었습니다,5
빠르고 맛있습니다 가격도 착하규,5
양념 맛납니다 달콤,5
맛나요 애들이 너무좋아해요,5
맛나요 애들이 너무좋아해요,4
맛있었습니다 오랜만에 좋았어요근데 배달이 50 분 걸림,5
맛있음 맨날 시켜먹음,5
역시 맛있네요,5
배달빠르고 좋네요,5
맛있어요 배달도 빠르고요,5
닭이더 촉촉해졌네요 좀더매웠으면 좋겠어요,5
오랫만에 먹었는데 역시 존맛탱,4
넘나 맛있는 티바두마리 배부름당,5
우리집이 가깝긴하지만 그래도 빨리옴,5
혼닭하기 가성비 좋습니다,3
양념이 너무 맛있어요가격도 착하고 배달도 매우 빠릅니다,5
자주 먹는곳임다,4
매번 여기만 시켜먹는데 정말 후회없는 선택입니다,5
치킨은 맛있어요 근데 감자튀김 눅눅하고 좀그래요 개선해주시길 다행이 에어프라이기로 돌려서 먹으니깐 괜찮아용,4
맛있습니다 바삭바삭,5
완전맛있음,5
치킨은 언제나 티바두마리 쿠폰 15 장 다 모아서 추가금액 내고 간장 양념치킨 세트로 시켰는데 웬걸 후라이드 양념으로 배달이 와서 당황당황 하지만 전화해서 물어보니까 사장님께서 바로 실수하셨다고 간장을 다시 보내주셨어요 덕분에 배터졌 진짜 언제먹어도 맛있어요 강추강추,5
맛있게 잘먹었습니다 프라이드랑 양념둘다 맛있었어요,5
닭에서 기름 썩은내가 배곱파서 먹었지만 닭끝맛이 써요 다시는 안먹고 싶습니다,1
조금 맵긴 했지만 양도 적당하고 맛있었어요,4
맛있어요,4
지정시간보다빨랐어요 바삭한튀김옷이 맛있네요,4
치킨은한시간다돼서왔고 진짜다식어서왔네요 후라이드가매운맛인줄모르고애가매워서먹을수가없다고 두마리라고하지만딱한마리양이고 다신안먹겠네요 리뷰가다진짜인건지,2
배달도빠르고 맛잇어요 잘먹엇슴다,5
맛나게 너무 잘먹었어요,5
맛있네요 잘먹었어요,5
잘먹었습니다 개꿀,5
새우살이 끄읏내줘요,5
새우가 끝내줘요 맛있네요,5
너무 맛있습니다 강력 추천합니다,5
먹기전에 리뷰부터 올려용 마늘간장 진짜 맛있어요 매콤 달콤 후라이드는 그냥 쏘쏘 배달도 빠르고 맛도 굿입니다 조금 아쉬운건 두마리에비해 양은 좀 적네요,5
언제먹어도 맛이떠연 헿,5
무조건 옳습니다,5
상당히 불만족했어요 맛있게부탁드린다고 글까지드렷는데 양념껍데기 다벗겨져서오고 이제안시킵니다,1
혼자 먹기 충분한 양이었고 맛있었어요 바삭한 치킨에 매콤달콤한 양념 최고,4
모든면에서 만족합니다 깔끔하게 잘먹었습니다,5
오늘 배달이 완전 꽝이네요 저녁으로 먹으려고 시켰는데 5 시 58 분에 주문해서 지금 9 시 28 분에 받았네요 90 분 내외로 배달된다했고 지연될 수 있다고는 했지만 세상에나 218 서분이나 걸리다니 매장에 전화해도 안받고 주문앱에는 배달완료라 떠서 취소도 못하고 기다리다 배고파 밥 해먹고 후식까지 먹고 잊고 있으니 배달되네요 아우 오늘은 진짜 편하게 저녁 해결하려다 다음부턴 이런 이벤트 있으면 치킨은 안시킬렵니다,1
아무리 행사중이라 해도 그렇져 지금 두시간째 기다리는데 전화도 안받으시고 연락도 없이 그냥 오실때까지 기다려야되는건가요,1
냠냠미냔냠 짱좋 맛이뚬,5
존맛탱 꿀맛이었어용,5
맛있어요 가격도 착하고,5
양도많고맛있었읍니다또시켜먹고싶은업체입니다,5
사장님이 친절하심 안심치킨 맛있어요,5
맛있게 잘먹었어요,4
거짓말이 아니라 맛 양 배달속도 진짜 마음에 든다 가격대비 못 믿겠으면 드셔보세요,5
양도 많고 맛도 최고 잘 먹었습니다,5
양심치킨은 안심아닌가요 다른 지점은 안심으로오는데 안심부분도 아니고 배고파서 먹긴먹는데 간장치킨은 너무짜요,1
치킨이 많이 늦네요 맛도 글코요,1
여기 처음 주문해봤는데 맛있네요 금욜이라 한시간정도 걸렸구요 3 천원할인까지받아 저렴하게 구매했어요후라이드 바삭하면서 약간 매콤하고 딱 제가 좋아하는 맛이에요 간장치킨도 맛있어요두마리라 좀 작은닭이려니 했는데양도 완전 푸짐하네요 담에도 또 시켜먹어야겠어요,5
땡초갈릭 넘 맛있어요,5
배달이 너무 늦네요,1
둘다 양념인데도 소스가 보기에도 깔끔한 맛이 느껴져요 사진찍을 틈 없이 먹어버리네요,5
굿굿 굿입니다요,5
언제나 맛있어요,5
글쎄요 이번엔 조금 평소와 달랐어요 그레도 먹을만했어요,4
배달 빠름 양도 많음,4
매번 맛있게 잘먹고 있어요 추천메뉴는 양념 플러스 간장 수고하세요,5
맛있어요 많이파세요,5
맛있게 잘먹었습니다,4
저는 개인적으로 양념치킨보단 간장치킨이 훨씬 맛있어요,5
역시나 넘나 맛있네요 잘먹겠습니다,5
맛잇게 잘 먹엇슴다,4
맛있어요 약간 맵고 괜찮아요,5
일단은 그렇게 맵지 않아요양도 푸짐하고 맛있어요,5
항상 맛있게 질먹고 있어요,5
그냥그런듯이요,2
배달도 예상시간보다 빨리오고 특히 간장마늘치킨 너무 맛있습니다 대박,5
흠 두마리 치킨이라 양은 넉넉하군요신랑이 양념치킨 덕후라 꼭 양념 시키는데간장이 더 맛난다구 하더군요,5
가성비가 좋네요 맛도있고,5
배송 빠르고 정확해요 양도 많고 맛있어요,5
배달 잘 받았습니다,5
맛있어요 특히 안심치킨이 매우 맛있읍니다,5
맛있구 가격도 착해요,5
배달도 빨랐고 맛있었음,5
맨날 존맛탱임 근데 맨날 못먹음,5
저도 저지만 아들이 정말 좋아하는 티바입니다,5
항상 맛있게 잘 먹고있어요,5
이사와서 첨 시켜보는데 맛있게 잘 먹었습니다,5
60 분 걸린다했는데 조금 늦게와서 배달만 별 하나 뺏어용 그거 빼고는 언제나 항상 대만족입니다,5
언제나 잘먹고 있습니다,5
생각보다 간장이 맛있네요,5
맛있네요 잘 먹었습니다,5
혼자먹기딱좋아요,4
너모너모 맛있어요 잘 먹었습니다,5
요즘은 아이들이 마늘간장맛에 빠져서 정말 잘 먹네요 티바 양념이 짜지않고 깔끔하다네요 서너쪽 남은건 나중에 식어도 맛있다고 그냥 먹어요 가격도 착하고 감사합니다,5
오 첨 먹어봤는데 넘 맛있었어요,5
티바는 런제느 맛있어용 방금 또 시켯지용 낄낄,5
가성비 좋은 치킨입니다,4
맛나요 이제부터 치킨은티바에서,5
간장마늘 맛있어요 쿠폰덕에 싸게 먹었네용,5
순살시켰는데 양은 많네요,4
상당히 매워요 하지만 맛이 너무좋네요,5
배달도빨랐고 넘맛나게잘먹었어요,5
아이는 후라이드를 좋아하고 전 간장맛을 좋아했어요 두 가지를 다 맛볼 수 있어서 세트메뉴 좋네요,5
가성비좋아요 맛 있게 잘 먹었습니다,5
매장이 깨끗함가격이착함맛도 갠츈,4
예상시간보다 20 분이나 빨리오고 마늘간장은 진짜 엄청 맛있었습니다 다음에 또,5
닭이 너무 커서 다 못 먹고 남겼네요잘먹었습니다,4
두번짜주문 후라이드도 안느끼하고 맛있고 양념맛도 좋으네요,5
맛있었어요 간장치킨이 조금 마른듯한 느낌은 있었지만 그리 신경쓰이진 않았어요 잘먹었어요,5
기대이상 양도 많고 맛도 굳,5
좀 식어와서 아쉽지만 맛있어요,5
가슴살도 촉촉하고 양념도 맛있어요,5
그런대로갠찬네요첨시킨건대,5
너무 빨리와서 놀라고맛잇어서 두번 놀라요,5
후라이드 치킨은 너무 고소하고양념치킨은 달달하니 감칠맛이 도네요담에도 시켜먹어야겠어욯,4
잘먹겠습니다 서비스 고맙습니다 주 욱 잘먹을듯요,5
카카아라라나뉴라라,4
너무 맛있게 절 먹었어요 배달도 제시간에 왔습니다,5
땡초갈릭 애정합니다,5
맛있어요 요즘 끌리는 맛이예요,5
너무너무 맛있어요 또 시켜머거야딩 티바 헿,5
언제나 맛있는 티바,5
깜빡하고 지금 적네요 이번엔 치즈 도전했는데 맛있었습니다 간장이야 뭐 빠지지않고 시키니까 말이 필요 없죠,5
맛있어서 추천합니다 특히 간장마늘 맛있어요,5
굿,5
맛이쪄요,5
사장님 후라이드 정말 제가 최근에 먹은 곳 중에서 가장 맛있고 이상적인 후라이드였어요 앞으로도 맛있게 부탁드려요 강추합니다,5
배달비도없고 가격이 너무 좋아요,5
깔끔해요 퍽퍽살 좋아하는 저는 아주 맛있게 잘 먹었습니다 양파 냄새나는거 빼고요,4
할인도해서 맛있게먹었습니다개인적으로 간장이맛있네요,5
오늘 티바데이 할인해서 그런지 배달 늦은건 그렇다치고 맛도 쫌 그전보다 별로였어요근래에 많이 시켜먹었는데,3
양도 많고 맛있네요 추천합니다,5
역시 티바요 원래 양념시킬땐 한개는 후라이드를 시키는데 오늘은 마늘간장을 시켜봤어요 그런데 오늘따라 양념치킨의 양념이 얼마나 깔끔한지 오늘도 성공했어요 최고예요,5
요즘 치킨을 잘 안먹는데 유일하게 여기 안심치킨만 시킵니다순살이고 부위도 안심이라 가장 좋아하는 부분이고 양파랑 같이온 소스랑 같이 먹으면 가슴살이라도 퍽퍽하지 않고 맛있어요,5
잘먹었습니다 배달빠름 맛좋음,5
항상 맛있게먹는티바에요 배달비없는몇곳중하나 매주먹는거같아요간장 마늘이최고네요 뼈부분이 아주살짝덜익은 느낌이 쪼금있었어요,5
여기서 항상 먹어요 순살두마리 식으면 후라이팬에 댑혀먹어요,5
배달도 빠르고 맛있게 잘먹었습니다,5
배달하시는분이굉장히친절하세요 맛도있구양도많구 또시켜먹을게요,5
맛은 변함없이 맛있는데 닭이 점점 작아지는 느낌이 드네요,4
매우 만족합니다,5
좋네요 맛있고 빨리오고,5
먹고 새벽내내 배탈나서 혼났습니다 먹을때 가족들도 닭기름도 덩어리지고 양념도 별로라고 한두개 먹고 다들 젓가락 내려놓았습니다 가만히 생각해보니 원래 시켜먹던 두마리치킨 브랜드가 아니었더군요 두마리치킨이랑 헷갈림 사장님 이 댓글 보시면 진짜 신경쓰시고 음식준비하셔야 할 것 같아요 각성하시라고 따끔한 리뷰 남깁니다,1
맛있게 잘 먹었습니다,5
정말 맛있어요 많이많이 주셔서 정말감사합니다,5
항상 맛있게 잘 먹고있습니다,5
맛있는 치킨 사진은 못찍었지만 개꿀맛,5
정말 맛나네요 바로 뚝딱,5
맛있어요 배달빨라요 양은적어요,4
잘먹었습니다 양념이 더 맛있네요,4
